"Record ID","Deal Name","Close Date","Deal owner","HubSpot Team","Deal Stage","Amount","Segment ","Geography","POC Indication","Deal Stage Before Closed","In Call","Create Date","Qualified Date","Closed Lost Reason","Closed Lost Details","Managers In Call","Previous Amount","Evaluated competitors","Incumbent Competition","Cumulative time in ""SDR Discovery (Classic)"" (HH:mm:ss)","Cumulative time in ""SDR / Omitted  Opp (Classic)"" (HH:mm:ss)","Cumulative time in ""Demo / Presentation  (Classic)"" (HH:mm:ss)","Cumulative time in ""Business Validation (Classic)"" (HH:mm:ss)","Cumulative time in ""Formal Pilot (Classic)"" (HH:mm:ss)","Cumulative time in ""Business Case Confirmation (Classic)"" (HH:mm:ss)","Cumulative time in ""Negotiation / Legal (Classic)"" (HH:mm:ss)"
"21616434738","DHL","2024-11-07 15:36","Benjamin Duckworth","EMEA Ent","Closed Lost","100000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-08-21 20:26","2024-09-04","Bad timing; Early stage","Tourists, not real buyers.  Wanted Port to run extremely complex demos, but weren't willing to do any work on their side, and weren't able to articulate their requirements or challenges in a meaningful way.

""Hi Ben,

we have decided to first implement the backend API for it, since this is a more pressing issue and we can live without frontend for now. Nevertheless in 2025 @Lukas Holy (DHL IT Services) will continue the search for a frontend, so he may come back to you on this issue.

Thanks and best regards,
Steve""","","","","","","327:54:51","1540:15:20","","","",""
"31732291352","Abu Dhabi Investment Authority (ADIA)","2024-09-17 17:22","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","50000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-08-16 10:07","2024-08-28","Bad timing","Very early in their evaluation and they said that no more information/support is needed. They will reach back out to us if anything is needed and do not want to schedule another call for the time being!","","","Backstage","","","289:04:17","486:11:00","","","",""
"21226024472","Cegeka","2024-10-30 11:23","Benjamin Duckworth","EMEA Ent","Closed Lost","85500.0","Enterprise","EMEA","No POC","Formal Pilot","No","2024-08-08 15:01","2024-08-12","Other","""Hello Benjamin,

The budget for Port, together with other tools, is not approved by management.

We’ll still introduce a central Port instance for all our projects, but the cost will be taken on every project.

The onboarding will be more gradually, project per project...

Meanwhile we are preparing our set-up on the free edition of Port, to easily onboard new projects.""","","","Backstage","","","94:28:44","412:05:55","00:00:14","00:00:03","1482:47:17",""
"21211800952","OM Bank ","2024-11-20 12:46","Benjamin Duckworth","EMEA Ent","Closed Lost","80000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-08-07 21:16","2024-08-12","Unable to connect","Encountered a Swagger-related feature blocker.  Proposed some workarounds, although there's reason to think that these won't address the use case in a complete way, and it was a critical use case for them.

No engagement from them since then - it's possible they're going to explore self-hosted from Cortex, which would in theory address the gap.","","","","","","108:58:52","2403:31:30","","","",""
"21203716194","SimilarWeb","2024-10-18 13:53","Sharon Peretz","EMEA MM","Closed Lost","50000.0","Mid-Market","EMEA","No POC","Pilot Prep","No","2024-08-07 10:59","2024-08-23","Price","Worked with the Devops Team on this- came in through the TLV Meetup. Raised Port for requested budget in 2025- Budget wasn't approved. Looking into additional budgets via other VP's. (currently not successful). Tried setting an onsite with relevant VP's. Will stay in touch Q1 with Management. ","","","Backstage","","","385:08:23","312:02:54","1033:43:15","","",""
"21056355168","Fiverr","2024-11-03 16:43","Sharon Peretz","EMEA MM","Closed Lost","40000.0","Mid-Market","EMEA","No POC","Demo / Presentation","No","2024-07-30 01:58","2024-08-05","Competition","Had multiple conversations with Devops team. Currently utilizing backstage. Can't get a hold of higher management (Calls/emails/linkedin). Devops Engineers currently blocker (are the ones maintaining backstage). Sharon is trying to get to Head of Devops + got in contact with Platform Team Leader, interested in call. Trying to set a meeting- he is on reserve duty. We will get them- I am continuing the outbound motion with TalPaz here. ","","","Opslevel","Backstage","","155:45:05","2163:59:22","","","",""
"20919381048","Island","2024-09-26 12:04","Sharon Peretz","EMEA MM","Closed Lost","28800.0","Mid-Market","EMEA","No POC","Pilot Prep","No","2024-07-23 13:04","2024-08-08","Price","Where supposed to begin a POC to conclude in Q3 after pricing discussion took place. Blocked by CTO- pricing to high. Had discussion with Zohar, no go. Looking into Cortex. ","","","","Cortex","","383:53:24","605:00:54","570:05:27","","",""
"20918533810","Armis","2024-09-12 18:23","Sharon Peretz","EMEA MM","Closed Lost","48000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-07-23 11:00","2024-08-15","Bad timing","Tomer (VP Architecture) Wanted to move away from Cortex. Currently no resources- (didn't receive approval for additional employee). Offered to build out for them- no go.Renewing with Cortex Oct 26th. ","","","","Cortex","","556:50:54","674:31:24","","","",""
"37360305712","Philip Morris International","2024-12-17 13:27","Benjamin Duckworth","EMEA Ent","Closed Lost","200000.0","Enterprise","EMEA","With POC","Business case confirmation","No","2024-07-23 10:18","2024-07-29","Product","Overall, a positive Port experience - lots of good things to say about the partnership, the engagement from our team, and about the product itself.  BUT we came into this when they had already self-started their evaluation of Port, and although we did manage to insert ourselves into the process, we were clearly not in the ideal position.

Feedback:
1. they didn't feel Port (or really any other solution they looked at) was making it easy to migrate existing workloads, they thought we were more set up for new workloads, and this isn't really PMI's immediate challenge
2. as a result, they felt like the initial time investment would be significant, and time burden in particular is a sensitive point for them
3. seems like they wanted more focus on orchestration...

Conclusion
they will continue to invest in their existing in-house solution","","","Backstage","Backstage","","151:19:25","743:58:28","00:00:28","1679:00:11","957:50:18",""
"20832466799","Evooq","2024-08-21 13:59","Sharon Peretz","EMEA MM","Closed Lost","30000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-07-18 11:59","2024-07-23","Budget","Had Demo with the team, use case is very clear and defined. Scoped and looked into other solutions as well. Next meeting was supposed to be a POC Scoping session (narrowed down Port + 1 more vendor). Had internal meeting with management- got a hard stop on the project (Budgeting wasn't approved). Are re-planning the budgeting aspect & will get back to us in the next few months. ","","","","","","118:45:10","699:14:52","","","",""
"20796629359","Elementor","2024-12-18 10:43","Sharon Peretz","EMEA MM","Closed Lost","32000.0","Mid-Market","EMEA","No POC","Business case confirmation","No","2024-07-16 15:59","2024-09-12","Bad timing","Premature, not ready to buy now. Will probably come back throughout 2025. ","","","Backstage","","","1389:04:28","244:00:57","69:56:01","501:32:29","1511:09:30",""
"20625587580","BEC Financial Technologies","2024-12-13 14:09","Sharon Peretz","EMEA MM","Closed Lost","60000.0","Mid-Market","EMEA","No POC","Demo / Presentation","No","2024-07-09 10:36","2024-07-18","Unable to connect","Lost contact- not responsive via email, phone and linkedin messages. ","","","Backstage; Cortex","","","222:27:16","3550:05:56","","","",""
"20792126574","Spryker Systems GmbH","2025-01-24 12:15","Sharon Peretz","EMEA MM","Closed Lost","60000.0","Mid-Market","EMEA","No POC","Demo / Presentation","No","2024-07-04 18:54","2024-07-22","Unable to connect","Long opportunity, were in very initial stages. No engagement for some time now.  Will keep the touch points going/ keep warm.","","","","","","149:51:30","4460:10:15","","","",""
"20510169417","REWE digital","2024-11-07 15:34","Benjamin Duckworth","EMEA Ent","Closed Lost","50000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-07-03 17:05","2024-08-08","Unable to connect","Handed over from Sharon, but no engagement with stakeholders despite multiple messages.  We know they were taking some time before revisiting the initiative, so will keep on this and try to reengage in Q1/Q2.","","","","","","860:51:42","2186:37:59","","","",""
"20298930433","OBI Group","2024-09-04 12:37","Benjamin Duckworth","EMEA Ent","Closed Lost","75000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-06-24 17:03","2024-06-27","Unable to connect","Strange situation. Had a first demo, they came back with very positive feedback, told us they'd already been speaking to senior leadership about Port and about the project more widely.  Then they no-showed to the next session and have responded to no emails since then.

Will keep chasing this as curious to know what happened, but not a live opportunity anymore.","","","","","","72:26:36","1651:06:44","","","",""
"20162370677","CEDES","2024-09-02 14:16","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","24000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-06-18 12:40","2024-06-27","Unable to connect; Bad timing","No active project and very unresponsive since initial call. Small team and use case but worth reaching back out at end of the year","","","","","","215:40:19","1609:54:59","","","",""
"20136318390","WSC Sports","2025-06-04 16:48","Sharon Peretz","EMEA MM","Closed Lost","30000.0","Mid-Market","EMEA","No POC","Pilot Prep","No","2024-06-17 14:11","2024-10-14","Bad timing","""we've recently experienced some changes in our team, shrinking from 9 to 6 people, and as a result, we're currently not in a position to take on the implementation of a new tool. Expanding our team is now a top priority, and we hope that once we're back to full strength, we'll be able to give this initiative the attention it deserves.

While I can't give an exact timeline, we estimate it may be another six months before we revisit this.""","","","Backstage","","","2856:41:49","1250:55:41","4342:58:55","","",""
"19981307706","GLS Group - Italy","2024-11-21 11:01","Benjamin Duckworth","EMEA Ent","Closed Lost","30000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-06-10 11:13","2024-06-20","Early stage","Met for first time in June, still ""in evaluation phase"" roughly 5 months later, despite GLS Group being customers and advocates.  Each regional operating company is small, so don't want to invest much time here, and can't see it moving fast.","","","Opslevel","","","242:34:00","3694:13:51","","","",""
"19720967844","In The Pocket","2025-02-14 13:31","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","34000.0","Mid-Market","EMEA","With POC","Business case confirmation","No","2024-05-30 11:15","2024-09-04","No value; Other","Company (C-level) has decided to do nothing and was not convinced of the value of Port or OpsLevel to allocate the budget to the project. ","","","Opslevel; Cortex","","","2335:03:31","307:57:52","217:05:55","696:49:36","2686:19:12",""
"19700662049","Axpo","2026-01-15 13:27","Benjamin Duckworth","EMEA Ent","Closed Lost","50000.0","Enterprise","EMEA","No POC","Pilot Prep","No","2024-05-29 17:49","2024-06-13","Not right company/ persona","This contact just can't get the deal done... multiple false starts, shifting timelines, etc.  Now no confidence in him to get it over the line.","","","Backstage; Cortex; Harness","","","358:44:15","165:13:39","13776:40:19","","",""
"19663603636","ControlUp","2025-07-09 10:35","Sharon Peretz","EMEA MM","Closed Lost","45000.0","Mid-Market","EMEA","No POC","Pilot Prep","No","2024-05-28 07:39","2024-06-27","Unable to connect","Not responsive ","","","","","","728:42:03","187:00:55","8855:13:40","","",""
"19473013518","Schaeffler Automotive (via Accenture)","2024-06-20 14:16","Benjamin Duckworth","EMEA Ent","Closed Lost","50000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-05-19 16:18","2024-05-23","Competition","Opportunity introduced through Accenture.  We know the cusotmer already 2 other solutions in mind before Accenture recommended us.  Heard just now from Accenture that the customer won't move forward with Port. No further feedback at this point.","","","","","","94:21:20","671:37:08","","","",""
"19436408599","Redcare-pharmacy","2024-09-17 14:00","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","60000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-05-17 16:22","2024-05-17","Unable to connect","No response since demo and pilot discussion. Unsure if main contact is still working at the company","","","","","","","2949:37:50","","","",""
"32425584923","XM Cyber","2024-11-27 16:50","Sharon Peretz","EMEA MM","Closed Lost","30000.0","Mid-Market","EMEA","No POC","Pilot Prep","No","2024-05-15 14:56","2024-05-23","Unable to connect","During Q3 - stopped POC (budgeting wasn't aligned), wanted to re-route back in Q4 for a Q1 initiative. Shaked + Daniel not have not been responsive (phone calls/texts etc).","","","Roadie","","","192:20:38","407:06:55","1904:08:50","2203:17:01","",""
"19153211202","Drivenets","2025-07-29 15:19","Sharon Peretz","EMEA MM","Closed Lost","30000.0","Mid-Market","EMEA","No POC","Pilot Prep","No","2024-05-06 15:15","2024-07-18","Unable to connect","Lost contact, not responsive.","","","","","","1752:55:49","2858:23:23","6164:44:38","","",""
"19150412078","MFT Energy","2024-05-15 10:29","Sharon Peretz","EMEA MM","Closed Lost","24000.0","Mid-Market","EMEA","With POC","Formal Pilot","No","2024-05-06 11:00","2024-05-08","Price","After internal review with the CTO, pricing was too high (wanted $9K). Will come back in the future. ","","","","","","54:55:45","","","160:33:41","",""
"19090052136","Checkatrade","2024-10-16 12:33","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","32400.0","Mid-Market","EMEA","With POC","Business case confirmation","No","2024-04-30 12:51","2024-05-16","Champion left/ Company cuts","The company let go of entire procurement/contracting team along with CTO and other people at end of Q3. My champion was told to use a tool called 'Kong' for cataloging but was not happy at all. I spoke with him this morning and he is now also leaving the company next week. He was told that Kong will definitely be used as a catalog/portal moving forward; we no longer have a sponsor of the project and will need to try to engage at a different level to discuss again.","","","Backstage; Cortex","","","315:47:48","","669:47:17","936:11:58","2061:19:27",""
"18654396745","Wallbox","2024-11-07 16:55","Sharon Peretz","EMEA MM","Closed Lost","24000.0","Mid-Market","EMEA","With POC","Business case confirmation","No","2024-04-15 18:20","2024-04-30","Bad timing; Price","Internal Shifts & budget wasn't approved. Will revert back in 2025.","","","Cortex; Backstage; Compass","Backstage; Cortex","","358:40:16","526:24:11","281:56:05","505:09:31","3271:25:26",""
"18648384583","Société Générale","2024-07-04 08:44","Benjamin Duckworth","EMEA Ent","Closed Lost","100000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-04-15 12:26","2024-05-30","Unable to connect","Intro'd to reference customer, but they never followed up and went completely dark.","","","","Backstage","","1083:52:03","832:25:45","","","",""
"18449537849","Kering","2024-09-24 14:04","Benjamin Duckworth","EMEA Ent","Closed Lost","120000.0","Enterprise","EMEA","With POC","Business case confirmation","No","2024-04-05 15:01","2024-05-23","Bad timing","""We decided not to invest in a SaaS solution but rather interact on an OSS solution.""

Meeting them for a formal debrief session, so will share more details when I have them.","","","Backstage; Opslevel","","","594:31:27","335:19:42","458:51:34","1561:47:41","620:28:41",""
"18291394843","Moonfare Asia Ltd ","2024-06-12 17:34","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","18000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-03-28 19:00","2024-04-05","Unable to connect","Unresponsive since initial meeting","","","Backstage","","","189:54:57","1631:38:45","","","",""
"18262823520","GRID esports ","2024-05-09 14:12","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","18000.0","Mid-Market","EMEA","","Pilot Prep","No","2024-03-27 15:03","2024-04-08","Bad timing","Change in priorities for the business and not something they want to explore now - will reconnect later in the year to see if anything has changed!","","","Opslevel; Compass","","","290:01:57","214:04:00","526:04:05","","",""
"18242851848","Noesis","2024-10-14 18:05","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","18000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-03-26 16:03","2024-04-02","Partnership","Partner - will intro Johanna and open up any relevant opps from there","","","Backstage","","","167:53:51","4681:08:48","","","",""
"18240644021","Roham","2025-01-27 12:41","Sharon Peretz","EMEA MM","Closed Lost","50000.0","Mid-Market","EMEA","No POC","Business case confirmation","No","2024-03-26 15:38","2024-04-18","Security","Security gave final block. After meeting with Mor Paz + Security team onsite, reviewed hte details. Will require an on premise solution. Not moving forward with project  at the moment. (Cant move forward with Quali either). ","","","Backstage; Red Hat","Red Hat; Backstage","","548:52:12","","","1172:16:42","5643:54:33",""
"18241165209","ENGINEERING","2024-07-31 11:17","Benjamin Duckworth","EMEA Ent","Closed Lost","50000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-03-26 13:06","2024-03-28","Unable to connect","Good first meeting following KubeCon, but no real timeline set and since then have struggled to engage.  There will be something here (they were already big fans of Port), but looks like sometime in 2025 H1.","","","","","","51:25:50","2993:44:58","","","",""
"18218088543","Bosch","2024-04-18 16:55","Benjamin Duckworth","EMEA Ent","Closed Lost","50000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-03-25 12:30","2024-04-04","No-show","No show to the meeting, and unable to connect ","","","","","","242:24:02","337:01:58","","","",""
"18167437586","NNIT - KubeCon","2024-08-08 11:08","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","75000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-03-22 14:02","2024-04-17","Unable to connect","Spoke at Kubecon and had initial demo. The aim was to bring in the management and discuss a pilot but there has been no response since then. Maybe priorities have changed","","","Backstage","","","625:08:08","2706:58:12","","","",""
"18166953089","IntentHQ - KubeCon","2025-02-20 10:38","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","21600.0","Mid-Market","EMEA","With POC","Business case confirmation","No","2024-03-22 13:14","2024-04-10","Champion left/ Company cuts","CTO left the business in January. The project does not have an executive sponsor and they continue to just play around with no commitment. They have built a pretty compelling catalog but lack the power to push this through the approvals ","","","","","","457:35:29","139:28:58","508:31:28","1920:28:02","5011:20:29",""
"18149099879","Schneider Electric - KubeCon","2025-11-13 18:41","Benjamin Duckworth","EMEA Ent","Closed Lost","50000.0","Enterprise","EMEA","No POC","Demo / Presentation","No","2024-03-21 16:16","2024-04-16","No-show; Unable to connect; Early stage","Early stage discussion following KubeCon.  No immediate opportunity.","","","Backstage","","","620:18:41","13830:06:07","","","",""
"18145229573","Booksy - KubeCon","2024-08-15 16:48","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","30000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-03-21 12:23","2024-04-03","Unable to connect","Unable to connect since Kubecon meeting and subsequent demo. Will continue to chase them","","","Backstage; Cortex","","","315:23:15","3216:01:28","","","",""
"18130905229","Reply - KubeCon","2024-05-07 12:45","Benjamin Duckworth","EMEA Ent","Closed Lost","50000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-03-20 19:47","2024-04-17","Unable to connect","Good first session on April 17th, but it's a consulting use case, so very vague timeline.  No engagement since then so close-lost, but will keep monitoring them and hopefully make contact again later in the year.","","","Backstage","","","663:14:10","480:44:56","","","",""
"18131031047","Blacklane gmbh - KubeCon","2024-08-15 16:48","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","25000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-03-20 19:46","2024-04-03","Unable to connect","Unable to connect since Kubecon meeting and subsequent demo. Will continue to chase them","","","Backstage","","","331:54:49","3216:07:21","","","",""
"18129010435","Accenture - KubeCon","2024-11-20 12:47","Benjamin Duckworth","EMEA Ent","Closed Lost","50000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-03-20 18:13","2024-05-23","Unable to connect","Long timeframe opportunity, based on a couple of loosely defined customer requirements.  No engagement for some time now.  Will keep it warm.","","","Backstage; Humanitech; Opslevel","","","1531:28:50","4343:05:10","","","",""
"18127515927","Wolters Kluwer - KubeCon","2025-01-23 18:33","Benjamin Duckworth","EMEA Ent","Closed Lost","50000.0","Enterprise","EMEA","No POC","Pilot Prep","No","2024-03-20 17:39","2024-03-28","Unable to connect","Not ready to make commitment.  Stuck in endless loop of evaluation, wanting to test and test and test, and even then a very conservative roll-out phase.  Have encouraged them to remain on self-serve, take as long as they need on testing, and then return to us when they have a route forward planned.","","","Humanitech; Backstage","","","190:54:06","","4034:44:21","","3191:16:11",""
"37165917800","HDI - KubeCon","2025-11-13 11:52","Benjamin Duckworth","EMEA Ent","Closed Lost","100000.0","Enterprise","EMEA","With POC","Business case confirmation","No","2024-03-20 15:06","2024-03-26","Unable to connect; Product","A very flakey customer throughout the process.  Probably should have closed-lost this some time ago.  Struggled to re-engage after the project was initially delayed by a few months in Q2.  Only very sparse comms from them over the past months.  Got a note from one contact last few days with no feedback, but to tell me that he thought hte project had been abandoned.  Will try and chase down some more information.

Have marked 'product' as the project initially was delayed by HDI concern about feature gaps.  We did address these concerns, but the loss of momentum probably contributed to this situation in some way","","","Cortex; Roadie; Backstage","","","139:42:06","5428:45:21","309:16:13","1132:29:51","4392:17:48",""
"18124426900","DNB - KubeCon","2024-05-31 11:43","Benjamin Duckworth","EMEA Ent","Closed Lost","60000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-03-20 13:05","2024-03-28","Bad timing","Was initially a viable opportunity, but engagement dropped after the first session.  Multiple postponements of second session.  Then received: ""We have decided go forward without a portal for now and will revisit it later we feel the time is right for it.""","","","","","","195:29:01","1530:08:53","","","",""
"18109738076","Getir","2024-04-30 13:25","Benjamin Duckworth","EMEA Ent","Closed Lost","150000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-03-19 15:01","2024-04-18","Champion left/ Company cuts","Getir announced on 29/04 it would shut down its operations the U.S., the U.K. and Europe to focus solely on its home market of Turkey, meaning up to 6,000 jobs cut.

Contact told me that this is still on the IT roadmap, but that he has no way of knowing how long it will take for things to settle down and enable them to make progress.","","","Backstage","Backstage","","720:37:33","284:47:22","","","",""
"18014122248","PayU","2024-05-03 14:01","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","50000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-03-13 16:33","2024-03-21","Competition","Decided to go down another route as their main focus was around metrics. they mentioned LinearB but not 100% sure. ","","","Cortex; Compass","","","188:16:24","1032:11:54","","","",""
"17927656202","Mipro Oy","2024-06-25 13:19","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","27000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-03-08 22:03","2024-03-27","Bad timing","Not a current priority - main contact is now going on parental leave for 2 months so will need to revisit in September/october. I will follow up later in the year but no project currently","","","Backstage","","","450:14:48","2156:00:52","","","",""
"32425586008","Pagaya","2024-11-18 14:20","Sharon Peretz","EMEA MM","Closed Lost","24000.0","Mid-Market","EMEA","No POC","Pilot Prep","No","2024-03-05 09:36","2024-03-18","No value","From day one, their primary focus was self-service for cloud resources and infrastructure. However, they lack automation and the in-house expertise to develop it. When we presented Terraform guides, they noted these were irrelevant as they cannot automate their current processes- reached a dead-end.  Tried re-exploring other Port use cases, but their small team and not strong enough use-cases. ","","","None","","","320:00:12","1051:34:50","3410:28:43","1414:39:49","",""
"17853745827","Moneysupermarket ","2024-04-11 15:39","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","60000.0","Mid-Market","EMEA","With POC","Formal Pilot","No","2024-03-04 15:21","2024-03-11","Product","Will collate all feedback from MSM team and share internally - They have decided due to complexity in getting started that Port is not the right fit and they feel more comfortable moving forward with one of the other tools. (Most likely opslevel or cortex)","","","Backstage","","","171:11:43","160:13:14","193:57:01","385:57:27","",""
"17767986825","Arbor Education","2024-12-05 12:46","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","27000.0","Mid-Market","EMEA","No POC","Pilot Prep","No","2024-02-28 11:38","2024-03-06","Budget","Has been waiting on 'budget clarity' for the last couple months and has not been able to provide any update/progress on this. Positioned EOY deal with incentive but did not bite. I will continue to work the account but for now, there is no live requirement","","","Backstage","","","172:39:41","","5044:22:32","1528:06:30","",""
"17730894624","Kitopi","2024-05-30 16:28","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","27000.0","Mid-Market","EMEA","With POC","Business case confirmation","No","2024-02-26 16:59","2024-02-29","Product; Price; Competition","All details tracked in opp. They said price was too high, too difficult to set up and that IAC had gaps. They are going to use backstage for the next couple months - asked for more detailed feedback and a call but no response!","","","None","","","67:04:15","27:52:42","167:19:32","931:46:41","1060:25:50",""
"17727906154","Amplience","2024-07-03 19:36","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","15000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-02-26 12:39","2024-03-01","Unable to connect","Unresponsive for several weeks. Very small team evaluating Port Vs Backstage","","","Backstage; Opslevel","","","97:36:58","2980:19:47","","","",""
"17689061201","Elvia (Computas)","2025-02-10 18:15","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","36000.0","Mid-Market","EMEA","With POC","Business case confirmation","No","2024-02-23 15:05","2024-02-28","Champion left/ Company cuts","Redundancies/restructure at Elvia has meant that there is no new spend and it is unclear where an IDP sits in their list of priorities. For the time being, this is not something they can look into and if needed, will reach back out in the future","","","Backstage","","","120:17:03","48:34:27","144:25:06","982:48:26","7179:04:37",""
"17616044443","ABN AMRO ","2024-05-01 13:30","Benjamin Duckworth","EMEA Ent","Closed Lost","100000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-02-19 12:37","2024-02-26","On-prem","""We have decided to install Backstage as opensource on our private cloud and develop it step by step and work towards a Proof of Concept. In a complex environment as ABN AMRO is for us the most constructive way.""","","","","","","170:11:36","1557:41:25","","","",""
"17468986684","Shell UK","2024-04-18 21:06","Benjamin Duckworth","EMEA Ent","Closed Lost","100000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-02-11 14:55","2024-02-15","Product","In respect of the solution, we really liked the user interface, the features, and the scaffolding (templates ability to be codified and maintained in GitHub). However, we have decided not to progress at this stage due to the licensing model (not based on users accessing the platform). Another factor which has influenced our decision has been the lack of workflows and that RBAC options are not aligned with the diverse user groups we envision in Shell.

To provide you some further information for instance 1) on RBAC, Port supports User, Moderator and Admin roles and in Shell we require to segregate Users per BU, Programs, etc and 2) regarding Workflows in Scaffolding, some of the competitors provide rich functionality where workflows like waiting for approvals, execution of multiple dependent templates are supported or will be supported in short term.","","","Backstage","","","99:08:45","1514:03:05","","","",""
"17404361568","NTT","2024-05-14 13:30","Benjamin Duckworth","EMEA Ent","Closed Lost","25000.0","Enterprise","EMEA","With POC","Business case confirmation","No","2024-02-07 10:02","2024-02-14","Partnership","Partnership opportunity, with NTT pushing for a managed service model that we're reluctant to support.  Add to that, NTT have been deeply unreliable and scattered throughout the evaluation; it's tough to get an honest appraisal from them of the status of the initiative, next steps, timelines etc.","","","Cortex; Backstage","","","171:45:56","","139:58:33","1348:46:08","669:57:59",""
"17366065486","BT","2024-08-08 16:41","Benjamin Duckworth","EMEA Ent","Closed Lost","40000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-02-05 13:43","2024-03-04","No value","Not the right contacts - very slow to move, and focused on a superficial cloud costs use case.  Definitely more opportunity across BT, but these aren't the guys.","","","Backstage","Backstage","","672:40:59","3769:16:20","","","",""
"17354298014","Cynet","2024-05-05 16:25","Sharon Peretz","EMEA MM","Closed Lost","18000.0","Mid-Market","EMEA","No POC","Demo / Presentation","No","2024-02-04 18:23","2024-02-07","Unable to connect","January- Elad began reviewing Port independently for the company. VP didn't see value. Lost contact of Elad (Not responsive). ","","","Backstage","","","67:54:14","1420:16:46","","692:52:40","",""
"17348254011","Decathlon","2025-08-06 23:19","Benjamin Duckworth","EMEA Ent","Closed Lost","200000.0","Enterprise","EMEA","With POC","Business case confirmation","No","2024-02-04 12:50","2024-02-12","Bad timing; Early stage","""On my side, budgets are quite frozen at least for this year, probably the same for 2026. Management decision is more oriented now on building the IDP initiative internally, maybe in a slower way than integrating a SAAS provider, but it is assumed by the top management.  I'm not seeing area of working together in 2025 sadly""","","","Backstage","Backstage","","191:21:26","1895:27:09","835:00:08","2554:19:08","7709:21:25",""
"17118287378","Kanton Basel-Stadt","2024-05-15 17:10","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","18000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-01-23 18:24","2024-02-01","Bad timing","team working on large central gov project for 2026 - Port may be looked at in the future but not a priority right now","","","Backstage; Humanitech","","","211:04:29","2498:42:16","","","",""
"17114334338","Milestone Systems","2024-07-31 16:04","Cillian Golden (Deactivated User)","EMEA MM","Closed Lost","50000.0","Mid-Market","EMEA","","Demo / Presentation","No","2024-01-23 10:31","2024-02-08","Unable to connect","Both Arvid and Lars have left the company. We do not have another direct contact so will need to work the account in more depth to see if this is still a project moving forward","","","Cortex; Backstage; Opslevel; Compass; Humanitech","","","384:56:12","4179:36:18","","","",""
"16989972759","Shell","2024-06-05 07:40","Benjamin Duckworth","EMEA Ent","Closed Lost","50000.0","Enterprise","EMEA","","Demo / Presentation","No","2024-01-17 09:52","2024-01-23","Unable to connect; Product","The original Shell opportunity, with the 'Fleets' business unit.  They got told to pause when the larger Shell initiative started.  Since close-losing that larger opp, have been unable to reestablish contact with the Fleets team.  Presuming that they have been told to move forward with whichever solution is centrally selected.","","","Backstage","","","145:57:58","3210:50:17","","","",""
